149.00,128.00,149.00,74.00,171.00,74.00,171.00,128.00
150.00,131.00,150.00,77.00,172.00,77.00,172.00,131.00
151.00,130.00,151.00,76.00,173.00,76.00,173.00,130.00
154.00,129.00,154.00,75.00,176.00,75.00,176.00,129.00
155.00,129.00,155.00,75.00,177.00,75.00,177.00,129.00
156.00,129.00,156.00,75.00,178.00,75.00,178.00,129.00
157.00,130.00,157.00,76.00,179.00,76.00,179.00,130.00
158.00,130.00,158.00,76.00,180.00,76.00,180.00,130.00
159.00,131.00,159.00,77.00,181.00,77.00,181.00,131.00
160.00,131.00,160.00,77.00,182.00,77.00,182.00,131.00
161.00,132.00,161.00,78.00,183.00,78.00,183.00,132.00
162.00,129.00,162.00,75.00,184.00,75.00,184.00,129.00
162.00,129.00,162.00,75.00,184.00,75.00,184.00,129.00
158.00,130.00,158.00,74.00,180.00,74.00,180.00,130.00
159.00,131.00,159.00,73.00,181.00,73.00,181.00,131.00
159.00,133.00,159.00,73.00,181.00,73.00,181.00,133.00
156.00,134.00,156.00,72.00,178.00,72.00,178.00,134.00
155.00,136.00,155.00,72.00,178.00,72.00,178.00,136.00
152.00,140.00,152.00,74.00,175.00,74.00,175.00,140.00
148.00,140.00,148.00,72.00,171.00,72.00,171.00,140.00
141.00,141.00,141.00,71.00,164.00,71.00,164.00,141.00
132.00,143.00,132.00,71.00,156.00,71.00,156.00,143.00
129.00,143.00,129.00,71.00,153.00,71.00,153.00,143.00
122.00,142.00,122.00,70.00,147.00,70.00,147.00,142.00
124.00,140.00,124.00,67.00,149.00,67.00,149.00,140.00
125.00,139.00,125.00,66.00,151.00,66.00,151.00,139.00
125.00,140.00,125.00,66.00,152.00,66.00,152.00,140.00
130.00,141.00,130.00,67.00,157.00,67.00,157.00,141.00
136.00,140.00,136.00,66.00,164.00,66.00,164.00,140.00
140.00,138.00,140.00,63.00,168.00,63.00,168.00,138.00
145.00,138.00,145.00,63.00,174.00,63.00,174.00,138.00
150.00,138.00,150.00,62.00,180.00,62.00,180.00,138.00
154.00,138.00,154.00,62.00,184.00,62.00,184.00,138.00
158.00,139.00,158.00,62.00,189.00,62.00,189.00,139.00
162.00,140.00,162.00,63.00,193.00,63.00,193.00,140.00
166.00,141.00,166.00,63.00,198.00,63.00,198.00,141.00
170.00,141.00,170.00,63.00,202.00,63.00,202.00,141.00
174.00,143.00,174.00,64.00,207.00,64.00,207.00,143.00
173.00,144.00,173.00,65.00,205.00,65.00,205.00,144.00
173.00,145.00,173.00,66.00,204.00,66.00,204.00,145.00
173.00,147.00,173.00,67.00,203.00,67.00,203.00,147.00
173.00,148.00,173.00,68.00,202.00,68.00,202.00,148.00
173.00,150.00,173.00,69.00,202.00,69.00,202.00,150.00
174.00,150.00,174.00,69.00,203.00,69.00,203.00,150.00
175.00,151.00,175.00,69.00,205.00,69.00,205.00,151.00
177.00,151.00,177.00,69.00,207.00,69.00,207.00,151.00
178.00,152.00,178.00,69.00,209.00,69.00,209.00,152.00
179.00,152.00,179.00,69.00,210.00,69.00,210.00,152.00
181.00,153.00,181.00,69.00,213.00,69.00,213.00,153.00
182.00,154.00,182.00,71.00,213.00,71.00,213.00,154.00
183.00,154.00,183.00,71.00,214.00,71.00,214.00,154.00
185.00,153.00,185.00,70.00,216.00,70.00,216.00,153.00
187.00,153.00,187.00,70.00,218.00,70.00,218.00,153.00
187.00,153.00,187.00,70.00,218.00,70.00,218.00,153.00
187.00,152.00,187.00,69.00,218.00,69.00,218.00,152.00
188.00,149.00,188.00,66.00,219.00,66.00,219.00,149.00
184.00,148.00,184.00,65.00,215.00,65.00,215.00,148.00
186.00,146.00,186.00,63.00,217.00,63.00,217.00,146.00
183.00,144.00,183.00,61.00,214.00,61.00,214.00,144.00
181.00,143.00,181.00,60.00,212.00,60.00,212.00,143.00
180.00,142.00,180.00,59.00,211.00,59.00,211.00,142.00
179.00,141.00,179.00,58.00,210.00,58.00,210.00,141.00
178.00,140.00,178.00,57.00,209.00,57.00,209.00,140.00
177.00,139.00,177.00,56.00,208.00,56.00,208.00,139.00
176.00,139.00,176.00,56.00,208.00,56.00,208.00,139.00
175.00,138.00,175.00,56.00,206.00,56.00,206.00,138.00
174.00,137.00,174.00,56.00,205.00,56.00,205.00,137.00
173.00,137.00,173.00,56.00,204.00,56.00,204.00,137.00
172.00,136.00,172.00,56.00,203.00,56.00,203.00,136.00
171.00,136.00,171.00,56.00,201.00,56.00,201.00,136.00
170.00,135.00,170.00,56.00,200.00,56.00,200.00,135.00
169.00,135.00,169.00,56.00,199.00,56.00,199.00,135.00
168.00,134.00,168.00,56.00,198.00,56.00,198.00,134.00
167.00,135.00,167.00,57.00,197.00,57.00,197.00,135.00
165.00,134.00,165.00,57.00,194.00,57.00,194.00,134.00
163.00,135.00,163.00,58.00,192.00,58.00,192.00,135.00
161.00,136.00,161.00,59.00,190.00,59.00,190.00,136.00
159.00,136.00,159.00,60.00,188.00,60.00,188.00,136.00
157.00,136.00,157.00,60.00,186.00,60.00,186.00,136.00
155.00,137.00,155.00,61.00,184.00,61.00,184.00,137.00
153.00,137.00,153.00,62.00,182.00,62.00,182.00,137.00
151.00,138.00,151.00,63.00,180.00,63.00,180.00,138.00
149.00,139.00,149.00,64.00,178.00,64.00,178.00,139.00
147.00,141.00,147.00,67.00,175.00,67.00,175.00,141.00
144.00,143.00,144.00,69.00,172.00,69.00,172.00,143.00
144.00,144.00,144.00,70.00,172.00,70.00,172.00,144.00
142.00,148.00,142.00,74.00,170.00,74.00,170.00,148.00
144.00,146.00,144.00,72.00,172.00,72.00,172.00,146.00
151.00,146.00,151.00,72.00,179.00,72.00,179.00,146.00
159.00,146.00,159.00,72.00,187.00,72.00,187.00,146.00
163.00,142.00,163.00,70.00,190.00,70.00,190.00,142.00
167.00,140.00,167.00,69.00,194.00,69.00,194.00,140.00
172.00,138.00,172.00,68.00,198.00,68.00,198.00,138.00
176.00,136.00,176.00,67.00,202.00,67.00,202.00,136.00
180.00,134.00,180.00,66.00,206.00,66.00,206.00,134.00
185.00,132.00,185.00,65.00,210.00,65.00,210.00,132.00
189.00,130.00,189.00,64.00,214.00,64.00,214.00,130.00
194.00,128.00,194.00,63.00,219.00,63.00,219.00,128.00
192.00,128.00,192.00,64.00,217.00,64.00,217.00,128.00
199.00,128.00,199.00,64.00,224.00,64.00,224.00,128.00
199.00,128.00,199.00,64.00,224.00,64.00,224.00,128.00
199.00,128.00,199.00,64.00,224.00,64.00,224.00,128.00
196.00,129.00,196.00,65.00,221.00,65.00,221.00,129.00
186.00,133.00,186.00,69.00,211.00,69.00,211.00,133.00
180.00,135.00,180.00,71.00,206.00,71.00,206.00,135.00
174.00,136.00,174.00,73.00,199.00,73.00,199.00,136.00
166.00,140.00,166.00,77.00,191.00,77.00,191.00,140.00
160.00,141.00,160.00,79.00,185.00,79.00,185.00,141.00
155.00,146.00,155.00,84.00,179.00,84.00,179.00,146.00
151.00,146.00,151.00,85.00,175.00,85.00,175.00,146.00
148.00,147.00,148.00,86.00,172.00,86.00,172.00,147.00
148.00,145.00,148.00,84.00,171.00,84.00,171.00,145.00
149.00,144.00,149.00,83.00,172.00,83.00,172.00,144.00
149.00,143.00,149.00,81.00,172.00,81.00,172.00,143.00
150.00,142.00,150.00,80.00,173.00,80.00,173.00,142.00
150.00,141.00,150.00,79.00,173.00,79.00,173.00,141.00
151.00,140.00,151.00,77.00,174.00,77.00,174.00,140.00
151.00,139.00,151.00,76.00,174.00,76.00,174.00,139.00
152.00,139.00,152.00,75.00,175.00,75.00,175.00,139.00
149.00,137.00,149.00,74.00,171.00,74.00,171.00,137.00
147.00,136.00,147.00,74.00,169.00,74.00,169.00,136.00
145.00,134.00,145.00,73.00,167.00,73.00,167.00,134.00
143.00,133.00,143.00,73.00,165.00,73.00,165.00,133.00
141.00,131.00,141.00,72.00,163.00,72.00,163.00,131.00
139.00,130.00,139.00,72.00,161.00,72.00,161.00,130.00
137.00,128.00,137.00,71.00,159.00,71.00,159.00,128.00
135.00,128.00,135.00,71.00,157.00,71.00,157.00,128.00
130.00,127.00,130.00,71.00,151.00,71.00,151.00,127.00
127.00,129.00,127.00,73.00,148.00,73.00,148.00,129.00
130.00,127.00,130.00,72.00,151.00,72.00,151.00,127.00
130.00,129.00,130.00,74.00,150.00,74.00,150.00,129.00
131.00,127.00,131.00,73.00,151.00,73.00,151.00,127.00
133.00,128.00,133.00,74.00,153.00,74.00,153.00,128.00
132.00,127.00,132.00,73.00,152.00,73.00,152.00,127.00
131.00,126.00,131.00,72.00,151.00,72.00,151.00,126.00
131.00,125.00,131.00,71.00,151.00,71.00,151.00,125.00
130.00,126.00,130.00,71.00,150.00,71.00,150.00,126.00
130.00,125.00,130.00,70.00,150.00,70.00,150.00,125.00
129.00,124.00,129.00,69.00,149.00,69.00,149.00,124.00
129.00,125.00,129.00,69.00,149.00,69.00,149.00,125.00
127.00,126.00,127.00,71.00,147.00,71.00,147.00,126.00
125.00,128.00,125.00,73.00,145.00,73.00,145.00,128.00
123.00,129.00,123.00,75.00,143.00,75.00,143.00,129.00
120.00,134.00,120.00,80.00,140.00,80.00,140.00,134.00
116.00,136.00,116.00,82.00,136.00,82.00,136.00,136.00
112.00,136.00,112.00,83.00,132.00,83.00,132.00,136.00
112.00,139.00,112.00,86.00,132.00,86.00,132.00,139.00
116.00,140.00,116.00,87.00,136.00,87.00,136.00,140.00
119.00,140.00,119.00,87.00,138.00,87.00,138.00,140.00
123.00,140.00,123.00,87.00,142.00,87.00,142.00,140.00
127.00,141.00,127.00,87.00,146.00,87.00,146.00,141.00
130.00,141.00,130.00,87.00,148.00,87.00,148.00,141.00
134.00,141.00,134.00,87.00,152.00,87.00,152.00,141.00
138.00,143.00,138.00,88.00,156.00,88.00,156.00,143.00
138.00,142.00,138.00,88.00,155.00,88.00,155.00,142.00
139.00,141.00,139.00,88.00,156.00,88.00,156.00,141.00
140.00,141.00,140.00,88.00,157.00,88.00,157.00,141.00
141.00,140.00,141.00,88.00,158.00,88.00,158.00,140.00
142.00,140.00,142.00,88.00,159.00,88.00,159.00,140.00
142.00,139.00,142.00,88.00,158.00,88.00,158.00,139.00
143.00,138.00,143.00,88.00,159.00,88.00,159.00,138.00
144.00,138.00,144.00,88.00,160.00,88.00,160.00,138.00
145.00,137.00,145.00,88.00,161.00,88.00,161.00,137.00
145.00,137.00,145.00,88.00,161.00,88.00,161.00,137.00
142.00,136.00,142.00,88.00,158.00,88.00,158.00,136.00
140.00,135.00,140.00,88.00,156.00,88.00,156.00,135.00
139.00,135.00,139.00,89.00,155.00,89.00,155.00,135.00
138.00,134.00,138.00,89.00,154.00,89.00,154.00,134.00
141.00,133.00,141.00,89.00,157.00,89.00,157.00,133.00
142.00,131.00,142.00,87.00,158.00,87.00,158.00,131.00
143.00,131.00,143.00,88.00,159.00,88.00,159.00,131.00
142.00,130.00,142.00,88.00,158.00,88.00,158.00,130.00
141.00,128.00,141.00,87.00,157.00,87.00,157.00,128.00
140.00,128.00,140.00,88.00,156.00,88.00,156.00,128.00
139.00,128.00,139.00,88.00,156.00,88.00,156.00,128.00
138.00,128.00,138.00,89.00,154.00,89.00,154.00,128.00
139.00,126.00,139.00,87.00,155.00,87.00,155.00,126.00
137.00,124.00,137.00,86.00,153.00,86.00,153.00,124.00
135.00,125.00,135.00,87.00,151.00,87.00,151.00,125.00
133.00,125.00,133.00,87.00,149.00,87.00,149.00,125.00
134.00,124.00,134.00,87.00,150.00,87.00,150.00,124.00
131.00,124.00,131.00,87.00,147.00,87.00,147.00,124.00
130.00,125.00,130.00,89.00,145.00,89.00,145.00,125.00
130.00,125.00,130.00,89.00,145.00,89.00,145.00,125.00
135.00,126.00,135.00,90.00,150.00,90.00,150.00,126.00
141.00,124.00,141.00,89.00,156.00,89.00,156.00,124.00
145.00,125.00,145.00,90.00,160.00,90.00,160.00,125.00
148.00,123.00,148.00,89.00,163.00,89.00,163.00,123.00
149.00,123.00,149.00,89.00,164.00,89.00,164.00,123.00
150.00,124.00,150.00,90.00,165.00,90.00,165.00,124.00
152.00,123.00,152.00,89.00,167.00,89.00,167.00,123.00
154.00,123.00,154.00,89.00,169.00,89.00,169.00,123.00
157.00,123.00,157.00,89.00,172.00,89.00,172.00,123.00
159.00,122.00,159.00,88.00,174.00,88.00,174.00,122.00
161.00,122.00,161.00,88.00,176.00,88.00,176.00,122.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,123.00,164.00,88.00,179.00,88.00,179.00,123.00
164.00,124.00,164.00,88.00,179.00,88.00,179.00,124.00
165.00,122.00,165.00,87.00,179.00,87.00,179.00,122.00
167.00,122.00,167.00,87.00,181.00,87.00,181.00,122.00
169.00,122.00,169.00,87.00,183.00,87.00,183.00,122.00
171.00,122.00,171.00,87.00,185.00,87.00,185.00,122.00
173.00,122.00,173.00,87.00,187.00,87.00,187.00,122.00
175.00,122.00,175.00,87.00,189.00,87.00,189.00,122.00
177.00,122.00,177.00,87.00,191.00,87.00,191.00,122.00
179.00,122.00,179.00,87.00,193.00,87.00,193.00,122.00
179.00,121.00,179.00,87.00,192.00,87.00,192.00,121.00
179.00,122.00,179.00,88.00,192.00,88.00,192.00,122.00
179.00,122.00,179.00,89.00,192.00,89.00,192.00,122.00
179.00,123.00,179.00,90.00,192.00,90.00,192.00,123.00
179.00,123.00,179.00,91.00,192.00,91.00,192.00,123.00
181.00,124.00,181.00,92.00,194.00,92.00,194.00,124.00
180.00,125.00,180.00,93.00,193.00,93.00,193.00,125.00
180.00,126.00,180.00,94.00,193.00,94.00,193.00,126.00
180.00,129.00,180.00,97.00,193.00,97.00,193.00,129.00
181.00,129.00,181.00,97.00,194.00,97.00,194.00,129.00
179.00,129.00,179.00,97.00,192.00,97.00,192.00,129.00
177.00,129.00,177.00,97.00,190.00,97.00,190.00,129.00
176.00,130.00,176.00,98.00,189.00,98.00,189.00,130.00
176.00,130.00,176.00,98.00,189.00,98.00,189.00,130.00
174.00,131.00,174.00,99.00,187.00,99.00,187.00,131.00
173.00,131.00,173.00,99.00,186.00,99.00,186.00,131.00
173.00,132.00,173.00,100.00,186.00,100.00,186.00,132.00
172.00,133.00,172.00,101.00,185.00,101.00,185.00,133.00
173.00,132.00,173.00,100.00,186.00,100.00,186.00,132.00
173.00,132.00,173.00,100.00,186.00,100.00,186.00,132.00
174.00,131.00,174.00,99.00,187.00,99.00,187.00,131.00
176.00,132.00,176.00,99.00,189.00,99.00,189.00,132.00
